# Repository Cleanup Candidates
# Generated: 2026-02-28T16:32:59Z
# Total candidates: 4292

LegacyIndex.php | legacy directory
legacy\wordpress\wp-admin\includes\classes/wp-upgrader.php | legacy directory
legacy\wordpress\wp-admin\includes\classes/wp-users-list-table.php | legacy directory
legacy\wordpress\wp-admin\includes\comment.php | legacy directory
legacy\wordpress\wp-admin\includes\continents-cities.php | legacy directory
legacy\wordpress\wp-admin\includes\credits.php | legacy directory
legacy\wordpress\wp-admin\includes\dashboard.php | legacy directory
legacy\wordpress\wp-admin\includes\deprecated.php | legacy directory
legacy\wordpress\wp-admin\includes\edit-tag-messages.php | legacy directory
legacy\wordpress\wp-admin\includes\export.php | legacy directory
legacy\wordpress\wp-admin\includes\file.php | legacy directory
legacy\wordpress\wp-admin\includes\image-edit.php | legacy directory
legacy\wordpress\wp-admin\includes\image.php | legacy directory
legacy\wordpress\wp-admin\includes\import.php | legacy directory
legacy\wordpress\wp-admin\includes\list-table.php | legacy directory
legacy\wordpress\wp-admin\includes\media.php | legacy directory
legacy\wordpress\wp-admin\includes\menu.php | legacy directory
legacy\wordpress\wp-admin\includes\meta-boxes.php | legacy directory
legacy\wordpress\wp-admin\includes\misc.php | legacy directory
legacy\wordpress\wp-admin\includes\ms-admin-filters.php | legacy directory
legacy\wordpress\wp-admin\includes\ms-deprecated.php | legacy directory
legacy\wordpress\wp-admin\includes\ms.php | legacy directory
legacy\wordpress\wp-admin\includes\nav-menu.php | legacy directory
legacy\wordpress\wp-admin\includes\network.php | legacy directory
legacy\wordpress\wp-admin\includes\noop.php | legacy directory
legacy\wordpress\wp-admin\includes\options.php | legacy directory
legacy\wordpress\wp-admin\includes\plugin-install.php | legacy directory
legacy\wordpress\wp-admin\includes\plugin.php | legacy directory
legacy\wordpress\wp-admin\includes\post.php | legacy directory
legacy\wordpress\wp-admin\includes\privacy-tools.php | legacy directory
legacy\wordpress\wp-admin\includes\revision.php | legacy directory
legacy\wordpress\wp-admin\includes\schema.php | legacy directory
legacy\wordpress\wp-admin\includes\screen.php | legacy directory
legacy\wordpress\wp-admin\includes\taxonomy.php | legacy directory
legacy\wordpress\wp-admin\includes\template.php | legacy directory
legacy\wordpress\wp-admin\includes\theme-install.php | legacy directory
legacy\wordpress\wp-admin\includes\theme.php | legacy directory
legacy\wordpress\wp-admin\includes\translation-install.php | legacy directory
legacy\wordpress\wp-admin\includes\update-core.php | legacy directory
legacy\wordpress\wp-admin\includes\update.php | legacy directory
legacy\wordpress\wp-admin\includes\upgrade.php | legacy directory
legacy\wordpress\wp-admin\includes\user.php | legacy directory
legacy\wordpress\wp-admin\includes\widgets.php | legacy directory
legacy\wordpress\wp-admin\index.php | legacy directory
legacy\wordpress\wp-admin\install-helper.php | legacy directory
legacy\wordpress\wp-admin\install.php | legacy directory
legacy\wordpress\wp-admin\js\accordion.js | legacy directory
legacy\wordpress\wp-admin\js\accordion.min.js | legacy directory
legacy\wordpress\wp-admin\js\application-passwords.js | legacy directory
legacy\wordpress\wp-admin\js\application-passwords.min.js | legacy directory
legacy\wordpress\wp-admin\js\auth-app.js | legacy directory
legacy\wordpress\wp-admin\js\auth-app.min.js | legacy directory
legacy\wordpress\wp-admin\js\code-editor.js | legacy directory
legacy\wordpress\wp-admin\js\code-editor.min.js | legacy directory
legacy\wordpress\wp-admin\js\color-picker.js | legacy directory
legacy\wordpress\wp-admin\js\color-picker.min.js | legacy directory
legacy\wordpress\wp-admin\js\comment.js | legacy directory
legacy\wordpress\wp-admin\js\comment.min.js | legacy directory
legacy\wordpress\wp-admin\js\common.js | legacy directory
legacy\wordpress\wp-admin\js\common.min.js | legacy directory
legacy\wordpress\wp-admin\js\custom-background.js | legacy directory
legacy\wordpress\wp-admin\js\custom-background.min.js | legacy directory
legacy\wordpress\wp-admin\js\custom-header.js | legacy directory
legacy\wordpress\wp-admin\js\customize-controls.js | legacy directory
legacy\wordpress\wp-admin\js\customize-controls.min.js | legacy directory
legacy\wordpress\wp-admin\js\customize-nav-menus.js | legacy directory
legacy\wordpress\wp-admin\js\customize-nav-menus.min.js | legacy directory
legacy\wordpress\wp-admin\js\customize-widgets.js | legacy directory
legacy\wordpress\wp-admin\js\customize-widgets.min.js | legacy directory
legacy\wordpress\wp-admin\js\dashboard.js | legacy directory
legacy\wordpress\wp-admin\js\dashboard.min.js | legacy directory
legacy\wordpress\wp-admin\js\edit-comments.js | legacy directory
legacy\wordpress\wp-admin\js\edit-comments.min.js | legacy directory
legacy\wordpress\wp-admin\js\editor-expand.js | legacy directory
legacy\wordpress\wp-admin\js\editor-expand.min.js | legacy directory
legacy\wordpress\wp-admin\js\editor.js | legacy directory
legacy\wordpress\wp-admin\js\editor.min.js | legacy directory
legacy\wordpress\wp-admin\js\farbtastic.js | legacy directory
legacy\wordpress\wp-admin\js\gallery.js | legacy directory
legacy\wordpress\wp-admin\js\gallery.min.js | legacy directory
legacy\wordpress\wp-admin\js\image-edit.js | legacy directory
legacy\wordpress\wp-admin\js\image-edit.min.js | legacy directory
legacy\wordpress\wp-admin\js\inline-edit-post.js | legacy directory
legacy\wordpress\wp-admin\js\inline-edit-post.min.js | legacy directory
legacy\wordpress\wp-admin\js\inline-edit-tax.js | legacy directory
legacy\wordpress\wp-admin\js\inline-edit-tax.min.js | legacy directory
legacy\wordpress\wp-admin\js\iris.min.js | legacy directory
legacy\wordpress\wp-admin\js\language-chooser.js | legacy directory
legacy\wordpress\wp-admin\js\language-chooser.min.js | legacy directory
legacy\wordpress\wp-admin\js\link.js | legacy directory
legacy\wordpress\wp-admin\js\link.min.js | legacy directory
legacy\wordpress\wp-admin\js\media-gallery.js | legacy directory
legacy\wordpress\wp-admin\js\media-gallery.min.js | legacy directory
legacy\wordpress\wp-admin\js\media-upload.js | legacy directory
legacy\wordpress\wp-admin\js\media-upload.min.js | legacy directory
legacy\wordpress\wp-admin\js\media.js | legacy directory
legacy\wordpress\wp-admin\js\media.min.js | legacy directory
legacy\wordpress\wp-admin\js\nav-menu.js | legacy directory
legacy\wordpress\wp-admin\js\nav-menu.min.js | legacy directory
legacy\wordpress\wp-admin\js\password-strength-meter.js | legacy directory
legacy\wordpress\wp-admin\js\password-strength-meter.min.js | legacy directory
legacy\wordpress\wp-admin\js\password-toggle.js | legacy directory
legacy\wordpress\wp-admin\js\password-toggle.min.js | legacy directory
legacy\wordpress\wp-admin\js\plugin-install.js | legacy directory
legacy\wordpress\wp-admin\js\plugin-install.min.js | legacy directory
legacy\wordpress\wp-admin\js\post.js | legacy directory
legacy\wordpress\wp-admin\js\post.min.js | legacy directory
legacy\wordpress\wp-admin\js\postbox.js | legacy directory
legacy\wordpress\wp-admin\js\postbox.min.js | legacy directory
legacy\wordpress\wp-admin\js\privacy-tools.js | legacy directory
legacy\wordpress\wp-admin\js\privacy-tools.min.js | legacy directory
legacy\wordpress\wp-admin\js\revisions.js | legacy directory
legacy\wordpress\wp-admin\js\revisions.min.js | legacy directory
legacy\wordpress\wp-admin\js\set-post-thumbnail.js | legacy directory
legacy\wordpress\wp-admin\js\set-post-thumbnail.min.js | legacy directory
legacy\wordpress\wp-admin\js\site-health.js | legacy directory
legacy\wordpress\wp-admin\js\site-health.min.js | legacy directory
legacy\wordpress\wp-admin\js\site-icon.js | legacy directory
legacy\wordpress\wp-admin\js\site-icon.min.js | legacy directory
legacy\wordpress\wp-admin\js\svg-painter.js | legacy directory
legacy\wordpress\wp-admin\js\svg-painter.min.js | legacy directory
legacy\wordpress\wp-admin\js\tags-box.js | legacy directory
legacy\wordpress\wp-admin\js\tags-box.min.js | legacy directory
legacy\wordpress\wp-admin\js\tags-suggest.js | legacy directory
legacy\wordpress\wp-admin\js\tags-suggest.min.js | legacy directory
legacy\wordpress\wp-admin\js\tags.js | legacy directory
legacy\wordpress\wp-admin\js\tags.min.js | legacy directory
legacy\wordpress\wp-admin\js\theme-plugin-editor.js | legacy directory
legacy\wordpress\wp-admin\js\theme-plugin-editor.min.js | legacy directory
legacy\wordpress\wp-admin\js\theme.js | legacy directory
legacy\wordpress\wp-admin\js\theme.min.js | legacy directory
legacy\wordpress\wp-admin\js\updates.js | legacy directory
legacy\wordpress\wp-admin\js\updates.min.js | legacy directory
legacy\wordpress\wp-admin\js\user-profile.js | legacy directory
legacy\wordpress\wp-admin\js\user-profile.min.js | legacy directory
legacy\wordpress\wp-admin\js\user-suggest.js | legacy directory
legacy\wordpress\wp-admin\js\user-suggest.min.js | legacy directory
legacy\wordpress\wp-admin\js\widgets.js | legacy directory
legacy\wordpress\wp-admin\js\widgets.min.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\custom-html-widgets.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\custom-html-widgets.min.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-audio-widget.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-audio-widget.min.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-gallery-widget.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-gallery-widget.min.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-image-widget.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-image-widget.min.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-video-widget.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-video-widget.min.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-widgets.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\media-widgets.min.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\text-widgets.js | legacy directory
legacy\wordpress\wp-admin\js\widgets\text-widgets.min.js | legacy directory
legacy\wordpress\wp-admin\js\word-count.js | legacy directory
legacy\wordpress\wp-admin\js\word-count.min.js | legacy directory
legacy\wordpress\wp-admin\js\xfn.js | legacy directory
legacy\wordpress\wp-admin\js\xfn.min.js | legacy directory
legacy\wordpress\wp-admin\link-add.php | legacy directory
legacy\wordpress\wp-admin\link-manager.php | legacy directory
legacy\wordpress\wp-admin\link-parse-opml.php | legacy directory
legacy\wordpress\wp-admin\link.php | legacy directory
legacy\wordpress\wp-admin\load-scripts.php | legacy directory
legacy\wordpress\wp-admin\load-styles.php | legacy directory
legacy\wordpress\wp-admin\maint\repair.php | legacy directory
legacy\wordpress\wp-admin\media-new.php | legacy directory
legacy\wordpress\wp-admin\media-upload.php | legacy directory
legacy\wordpress\wp-admin\media.php | legacy directory
legacy\wordpress\wp-admin\menu-header.php | legacy directory
legacy\wordpress\wp-admin\menu.php | legacy directory
legacy\wordpress\wp-admin\moderation.php | legacy directory
legacy\wordpress\wp-admin\ms-admin.php | legacy directory
legacy\wordpress\wp-admin\ms-delete-site.php | legacy directory
legacy\wordpress\wp-admin\ms-edit.php | legacy directory
legacy\wordpress\wp-admin\ms-options.php | legacy directory
legacy\wordpress\wp-admin\ms-sites.php | legacy directory
legacy\wordpress\wp-admin\ms-themes.php | legacy directory
legacy\wordpress\wp-admin\ms-upgrade-network.php | legacy directory
legacy\wordpress\wp-admin\ms-users.php | legacy directory
legacy\wordpress\wp-admin\my-sites.php | legacy directory
legacy\wordpress\wp-admin\nav-menus.php | legacy directory
legacy\wordpress\wp-admin\network.php | legacy directory
legacy\wordpress\wp-admin\network\about.php | legacy directory
legacy\wordpress\wp-admin\network\admin.php | legacy directory
legacy\wordpress\wp-admin\network\contribute.php | legacy directory
legacy\wordpress\wp-admin\network\credits.php | legacy directory
legacy\wordpress\wp-admin\network\edit.php | legacy directory
legacy\wordpress\wp-admin\network\freedoms.php | legacy directory
legacy\wordpress\wp-admin\network\index.php | legacy directory
legacy\wordpress\wp-admin\network\menu.php | legacy directory
legacy\wordpress\wp-admin\network\plugin-editor.php | legacy directory
legacy\wordpress\wp-admin\network\plugin-install.php | legacy directory
legacy\wordpress\wp-admin\network\plugins.php | legacy directory
legacy\wordpress\wp-admin\network\privacy.php | legacy directory
legacy\wordpress\wp-admin\network\profile.php | legacy directory
legacy\wordpress\wp-admin\network\settings.php | legacy directory
legacy\wordpress\wp-admin\network\setup.php | legacy directory
legacy\wordpress\wp-admin\network\site-info.php | legacy directory
legacy\wordpress\wp-admin\network\site-new.php | legacy directory
legacy\wordpress\wp-admin\network\site-settings.php | legacy directory
legacy\wordpress\wp-admin\network\site-themes.php | legacy directory
legacy\wordpress\wp-admin\network\site-users.php | legacy directory
legacy\wordpress\wp-admin\network\sites.php | legacy directory
legacy\wordpress\wp-admin\network\theme-editor.php | legacy directory
legacy\wordpress\wp-admin\network\theme-install.php | legacy directory
legacy\wordpress\wp-admin\network\themes.php | legacy directory
legacy\wordpress\wp-admin\network\update-core.php | legacy directory
legacy\wordpress\wp-admin\network\update.php | legacy directory
legacy\wordpress\wp-admin\network\upgrade.php | legacy directory
legacy\wordpress\wp-admin\network\user-edit.php | legacy directory
legacy\wordpress\wp-admin\network\user-new.php | legacy directory
legacy\wordpress\wp-admin\network\users.php | legacy directory
legacy\wordpress\wp-admin\options-discussion.php | legacy directory
legacy\wordpress\wp-admin\options-general.php | legacy directory
legacy\wordpress\wp-admin\options-head.php | legacy directory
legacy\wordpress\wp-admin\options-media.php | legacy directory
legacy\wordpress\wp-admin\options-permalink.php | legacy directory
legacy\wordpress\wp-admin\options-privacy.php | legacy directory
legacy\wordpress\wp-admin\options-reading.php | legacy directory
legacy\wordpress\wp-admin\options-writing.php | legacy directory
legacy\wordpress\wp-admin\options.php | legacy directory
legacy\wordpress\wp-admin\plugin-editor.php | legacy directory
legacy\wordpress\wp-admin\plugin-install.php | legacy directory
legacy\wordpress\wp-admin\plugins.php | legacy directory
legacy\wordpress\wp-admin\post-new.php | legacy directory
legacy\wordpress\wp-admin\post.php | legacy directory
legacy\wordpress\wp-admin\press-this.php | legacy directory
legacy\wordpress\wp-admin\privacy-policy-guide.php | legacy directory
legacy\wordpress\wp-admin\privacy.php | legacy directory
legacy\wordpress\wp-admin\profile.php | legacy directory
legacy\wordpress\wp-admin\revision.php | legacy directory
legacy\wordpress\wp-admin\setup-config.php | legacy directory
legacy\wordpress\wp-admin\site-editor.php | legacy directory
legacy\wordpress\wp-admin\site-health-info.php | legacy directory
